"		瘤痢锅龋",瘤痢疙,老矫,乞闭扁柯(∩),弥绊扁柯(∩),"	弥绊扁柯矫阿",弥历扁柯(∩),弥历扁柯矫阿老背瞒,
"		143",措备,2022-01-06,2.9,7.9,14:03,-2.3,23:55,10.2
"		143",措备,2022-01-07,0.1,8.6,15:43,-6.6,7:36,15.2
"		143",措备,2022-01-08,1.4,8.9,15:44,-6.3,6:46,15.2
"		143",措备,2022-01-09,2,8.7,14:05,-2.2,5:49,10.9
"		143",措备,2022-01-10,3,9.9,15:22,-4.5,7:13,14.4
"		143",措备,2022-01-11,-0.9,4.7,0:01,-5.5,23:50,10.2
"		143",措备,2022-01-12,-3.2,1.8,15:08,-7.6,7:36,9.4
"		143",措备,2022-01-13,-2.8,1,14:19,-4.8,23:49,5.8
"		143",措备,2022-01-14,-2.6,4.2,15:45,-6.7,5:16,10.9
"		143",措备,2022-01-15,1,8.4,15:22,-4.7,1:30,13.1
"		143",措备,2022-01-16,1.9,8.2,13:44,-2.2,1:27,10.4
"		143",措备,2022-01-17,-0.4,4.7,16:06,-4.1,5:39,8.8
"		143",措备,2022-01-18,-2.5,2.8,14:55,-6.1,7:02,8.9
"		143",措备,2022-01-19,-0.7,5.6,15:11,-7.8,3:25,13.4
"		143",措备,2022-01-20,-1.1,5.1,15:54,-5.3,7:35,10.4
"		143",措备,2022-01-21,-1,6.8,15:46,-8.3,7:01,15.1
"		143",措备,2022-01-22,2.3,10.1,15:31,-5.8,6:11,15.9
"		143",措备,2022-01-23,6.4,12.8,13:31,1.5,7:04,11.3
"		143",措备,2022-01-24,4.9,6.9,12:27,2.2,23:34,4.7
"		143",措备,2022-01-25,4.5,7.5,14:11,1.2,6:03,6.3
"		143",措备,2022-01-26,3.8,8.2,14:23,0.8,23:42,7.4
"		143",措备,2022-01-27,3.2,9.7,14:19,-2.1,7:19,11.8
"		143",措备,2022-01-28,2.3,6.7,15:25,-0.3,8:19,7
"		143",措备,2022-01-29,1,5.5,14:39,-1.7,7:57,7.2
"		143",措备,2022-01-30,1.1,6.5,14:50,-4.2,7:31,10.7
"		143",措备,2022-01-31,1.3,7.8,15:12,-5.3,7:34,13.1
"		143",措备,2022-02-01,1.9,5.4,12:46,-2.8,0:08,8.2
"		143",措备,2022-02-02,0.7,5.6,14:56,-2.1,8:14,7.7
"		143",措备,2022-02-03,0.4,5.4,15:13,-3.8,7:14,9.2
"		143",措备,2022-02-04,-0.6,4.2,13:55,-3.4,7:15,7.6
"		143",措备,2022-02-05,-3,1.1,16:20,-6.4,7:34,7.5
"		143",措备,2022-02-06,-1.1,3.5,15:08,-5,4:39,8.5
"		143",措备,2022-02-07,0.2,3.6,14:35,-3.6,7:21,7.2
"		143",措备,2022-02-08,1.5,7.1,15:19,-3.7,7:27,10.8
"		143",措备,2022-02-09,2.6,9.4,15:49,-5.7,7:14,15.1
"		143",措备,2022-02-10,5.3,10.7,14:45,1.2,6:17,9.5
"		143",措备,2022-02-11,3.5,11.8,15:31,-3.6,7:04,15.4
"		143",措备,2022-02-12,4.8,12.7,15:38,-2,7:47,14.7
"		143",措备,2022-02-13,5.4,11.6,15:29,-0.7,6:03,12.3
"		143",措备,2022-02-14,7.3,13,13:13,2.5,3:49,10.5
"		143",措备,2022-02-15,0.4,6.6,0:02,-4.3,23:48,10.9
"		143",措备,2022-02-16,-3.6,0.8,14:42,-5.8,6:54,6.6
"		143",措备,2022-02-17,-4.3,1.5,16:45,-8.4,6:17,9.9
"		143",措备,2022-02-18,-0.8,8.1,15:56,-9.3,5:59,17.4
"		143",措备,2022-02-19,2.4,7.1,14:58,-0.2,6:37,7.3
"		143",措备,2022-02-20,-2.2,2,15:26,-5.2,6:06,7.2
"		143",措备,2022-02-21,1.2,7.4,15:23,-5,7:17,12.4
"		143",措备,2022-02-22,-0.4,3.9,14:26,-3.3,7:00,7.2
"		143",措备,2022-02-23,-2.3,2.8,16:11,-6.3,7:19,9.1
"		143",措备,2022-02-24,0.5,6.7,14:46,-5.1,5:30,11.8
"		143",措备,2022-02-25,5,11.7,15:43,-2,7:03,13.7
"		143",措备,2022-02-26,6.8,14.7,14:07,-1.9,7:10,16.6
"		143",措备,2022-02-27,6.3,12.6,16:11,1.7,6:43,10.9
"		143",措备,2022-02-28,7,15.1,14:49,-2.5,6:57,17.6
"		143",措备,2022-03-01,9.9,16.3,14:32,4.9,1:29,11.4
"		143",措备,2022-03-02,6.2,12.3,14:54,1.3,5:21,11
"		143",措备,2022-03-03,7.7,15.2,16:11,-0.2,7:11,15.4
"		143",措备,2022-03-04,8.8,17.3,14:58,-0.6,6:57,17.9
"		143",措备,2022-03-05,6.9,12.2,0:02,1.5,24:00:00,10.7
"		143",措备,2022-03-06,4,10.2,15:59,0,5:45,10.2
"		143",措备,2022-03-07,5.2,12.7,16:39,-2.2,6:52,14.9
"		143",措备,2022-03-08,8.1,15.8,15:10,-1.1,6:49,16.9
"		143",措备,2022-03-09,9.1,17.5,15:56,0.5,6:35,17
"		143",措备,2022-03-10,10.5,18.3,16:33,2.2,6:45,16.1
"		143",措备,2022-03-11,12.5,18.9,15:34,5.2,6:42,13.7
"		143",措备,2022-03-12,14.7,21.5,14:53,7.1,5:43,14.4
"		143",措备,2022-03-13,15.1,18.5,10:16,10.3,23:12,8.2
"		143",措备,2022-03-14,10.8,13.9,16:41,8.9,7:02,5
"		143",措备,2022-03-15,11.7,19.3,16:48,6,6:01,13.3
"		143",措备,2022-03-16,14.4,23,15:05,5.1,6:25,17.9
"		143",措备,2022-03-17,8.8,13.6,0:01,6.3,22:06,7.3
"		143",措备,2022-03-18,6.1,8.1,12:31,4.3,23:20,3.8
"		143",措备,2022-03-19,4.9,8.1,15:54,3,9:18,5.1
"		143",措备,2022-03-20,6.6,11,15:23,2,5:21,9
"		143",措备,2022-03-21,8.3,13.8,15:25,2.2,6:57,11.6
"		143",措备,2022-03-22,8.7,14.2,14:29,5.5,23:54,8.7
"		143",措备,2022-03-23,6.8,11.1,16:06,2.6,4:36,8.5
"		143",措备,2022-03-24,9.1,17,15:04,1.4,6:59,15.6
"		143",措备,2022-03-25,13.5,20.1,14:25,6.1,5:33,14
"		143",措备,2022-03-26,14.7,20.4,14:00,12.3,23:59,8.1
"		143",措备,2022-03-27,13.1,20.7,14:39,7.3,23:53,13.4
"		143",措备,2022-03-28,9,14.9,15:12,3,6:05,11.9
"		143",措备,2022-03-29,10.8,19.8,16:25,1.8,6:01,18
"		143",措备,2022-03-30,14.8,23.3,14:40,5.7,5:43,17.6
"		143",措备,2022-03-31,10.5,13.4,0:01,6.7,23:48,6.7
"		143",措备,2022-04-01,8.8,13.7,14:59,3.7,6:01,10
"		143",措备,2022-04-02,10.2,17.3,15:47,1.2,6:24,16.1
"		143",措备,2022-04-03,11.3,19.3,15:26,3.4,6:25,15.9
"		143",措备,2022-04-04,13.2,21,16:32,4.7,6:25,16.3
"		143",措备,2022-04-05,14.4,21.5,14:59,5.7,5:06,15.8
"		143",措备,2022-04-06,16,23.5,15:56,10,7:01,13.5
"		143",措备,2022-04-07,14.4,20.5,14:34,8.8,4:54,11.7
"		143",措备,2022-04-08,15.7,24.3,16:29,6,6:04,18.3
"		143",措备,2022-04-09,18.6,28.5,16:04,9.4,5:54,19.1
"		143",措备,2022-04-10,19.5,27.5,14:47,11.4,6:18,16.1
"		143",措备,2022-04-11,20.3,27.9,14:36,13.6,6:01,14.3
"		143",措备,2022-04-12,22.5,30.2,16:26,15.4,5:00,14.8
"		143",措备,2022-04-13,12.2,21.3,0:02,9.6,23:38,11.7
"		143",措备,2022-04-14,10.9,13.2,15:29,9.2,4:19,4
"		143",措备,2022-04-15,12.1,19.1,14:40,8.9,23:55,10.2
"		143",措备,2022-04-16,13.5,21,15:38,4.3,5:58,16.7
"		143",措备,2022-04-17,15.6,23,16:19,7.1,5:56,15.9
"		143",措备,2022-04-18,18.1,24.3,15:00,10.9,6:04,13.4
"		143",措备,2022-04-19,18.4,25.7,15:15,9.5,6:00,16.2
"		143",措备,2022-04-20,18.2,26.6,15:47,8.8,5:53,17.8
"		143",措备,2022-04-21,14.3,19.7,13:03,11,5:38,8.7
"		143",措备,2022-04-22,19,28.5,16:04,8.9,4:23,19.6
"		143",措备,2022-04-23,19.1,25.9,13:44,14.9,23:56,11
"		143",措备,2022-04-24,22,29.9,16:23,12.5,5:12,17.4
"		143",措备,2022-04-25,21.7,29.3,15:18,14.5,5:53,14.8
"		143",措备,2022-04-26,18.3,20.6,16:36,15.8,2:53,4.8
"		143",措备,2022-04-27,17.2,20.3,12:42,12.6,23:53,7.7
"		143",措备,2022-04-28,15.7,22.5,14:14,10.4,5:44,12.1
"		143",措备,2022-04-29,11.3,13.8,0:01,9.3,8:14,4.5
"		143",措备,2022-04-30,14.5,19.7,14:18,9.9,5:47,9.8
"		143",措备,2022-05-01,15.2,20.3,15:44,10.2,5:57,10.1
"		143",措备,2022-05-02,13.1,20.7,14:03,7.4,5:55,13.3
"		143",措备,2022-05-03,15.2,23.5,16:33,6.5,4:57,17
"		143",措备,2022-05-04,19,28.3,15:47,9.8,5:57,18.5
"		143",措备,2022-05-05,20,29.1,16:23,11.9,5:43,17.2
"		143",措备,2022-05-06,21.2,28.7,15:47,12.2,5:32,16.5
"		143",措备,2022-05-07,18.9,26,14:21,13.6,22:58,12.4
"		143",措备,2022-05-08,16.4,22.1,14:27,12.8,3:35,9.3
"		143",措备,2022-05-09,16.2,21.9,14:43,12.3,5:24,9.6
"		143",措备,2022-05-10,16.5,23.5,15:08,10.3,5:54,13.2
"		143",措备,2022-05-11,20.7,26.8,16:28,14.3,3:54,12.5
"		143",措备,2022-05-12,20.2,24.6,11:24,15.9,23:40,8.7
"		143",措备,2022-05-13,15.7,19.3,16:00,13.3,23:58,6
"		143",措备,2022-05-14,17.9,24.6,14:47,11.1,4:58,13.5
"		143",措备,2022-05-15,17.1,23.2,15:25,12.8,23:55,10.4
"		143",措备,2022-05-16,18.5,25.5,16:50,9.7,5:06,15.8
"		143",措备,2022-05-17,20.4,28.2,13:49,10.8,5:24,17.4
"		143",措备,2022-05-18,23.3,31.1,15:03,13,5:36,18.1
"		143",措备,2022-05-19,23,29.5,14:59,16.2,5:30,13.3
"		143",措备,2022-05-20,22.8,28.6,14:53,17.1,5:32,11.5
"		143",措备,2022-05-21,23.7,29.7,13:39,17.9,2:11,11.8
"		143",措备,2022-05-22,24.8,32.7,14:39,18.6,4:34,14.1
"		143",措备,2022-05-23,24.3,32.3,16:03,15.4,5:35,16.9
"		143",措备,2022-05-24,26.4,33.2,16:18,19.3,3:49,13.9
"		143",措备,2022-05-25,25.5,33.2,14:54,18.8,5:27,14.4
"		143",措备,2022-05-26,22.9,27.5,16:00,18.7,6:27,8.8
"		143",措备,2022-05-27,23.8,29.5,15:03,16.4,4:17,13.1
"		143",措备,2022-05-28,24.9,33,15:10,15.2,5:22,17.8
"		143",措备,2022-05-29,24.9,33,14:18,16.2,5:30,16.8
"		143",措备,2022-05-30,24.3,29.6,15:42,20.5,5:10,9.1
"		143",措备,2022-05-31,24.7,31.1,15:23,18.6,5:23,12.5
"		143",措备,2022-06-01,24.7,33.1,15:25,18.7,5:10,14.4
"		143",措备,2022-06-02,26.1,33.5,15:26,17.5,5:02,16
"		143",措备,2022-06-03,23.5,30.4,13:35,18.7,23:48,11.7
"		143",措备,2022-06-04,22.1,28.8,14:39,17.9,4:15,10.9
"		143",措备,2022-06-05,18,19.3,9:37,17,18:15,2.3
"		143",措备,2022-06-06,18.7,23.1,10:40,15.9,22:07,7.2
"		143",措备,2022-06-07,16.5,21.1,10:59,13.9,5:01,7.2
"		143",措备,2022-06-08,17.5,22.3,14:50,14.5,0:19,7.8
"		143",措备,2022-06-09,20.4,28.2,15:13,13.3,5:57,14.9
"		143",措备,2022-06-10,22.7,29.7,13:53,15.2,5:00,14.5
"		143",措备,2022-06-11,21.4,26.1,13:46,18.4,23:00,7.7
"		143",措备,2022-06-12,20.7,25.8,14:42,16.4,4:57,9.4
"		143",措备,2022-06-13,19.9,24,13:40,17.2,3:58,6.8
"		143",措备,2022-06-14,16.9,19.2,0:01,15.9,23:51,3.3
"		143",措备,2022-06-15,19.7,25.3,16:29,15.5,3:59,9.8
"		143",措备,2022-06-16,23.2,28.9,14:58,16.8,5:23,12.1
"		143",措备,2022-06-17,25.9,34.2,15:40,17.4,4:55,16.8
"		143",措备,2022-06-18,27.9,34.3,14:52,22.2,5:28,12.1
"		143",措备,2022-06-19,28.9,34.5,16:21,23.8,6:30,10.7
"		143",措备,2022-06-20,28.6,35.6,14:56,23.6,23:33,12
"		143",措备,2022-06-21,27.8,34.1,15:12,22.2,5:57,11.9
"		143",措备,2022-06-22,29.9,37.1,15:28,23.6,5:09,13.5
"		143",措备,2022-06-23,27.9,31.6,15:00,23.4,5:08,8.2
"		143",措备,2022-06-24,28.1,32.9,15:47,23.1,3:28,9.8
"		143",措备,2022-06-25,28.2,34.4,14:38,22.8,5:23,11.6
"		143",措备,2022-06-26,28.4,32.8,15:03,24.4,5:09,8.4
"		143",措备,2022-06-27,27.3,30.1,10:57,25.4,23:50,4.7
"		143",措备,2022-06-28,28.9,32.3,12:33,24.8,0:09,7.5
"		143",措备,2022-06-29,29.5,33.7,14:03,27.7,18:30,6
"		143",措备,2022-06-30,29.8,34.8,14:11,26.5,23:52,8.3
"		143",措备,2022-07-01,29.8,36.2,15:55,24,4:21,12.2
"		143",措备,2022-07-02,29.9,36.8,13:56,22.5,5:02,14.3
"		143",措备,2022-07-03,29.3,35.1,12:53,25.3,5:41,9.8
"		143",措备,2022-07-04,28.8,32.8,11:21,25.8,5:38,7
"		143",措备,2022-07-05,28.8,33,14:03,24.6,5:06,8.4
"		143",措备,2022-07-06,28.5,33.8,16:38,25.3,5:16,8.5
"		143",措备,2022-07-07,29.7,35.3,13:42,25.1,5:24,10.2
"		143",措备,2022-07-08,28.5,33.6,11:39,26,23:58,7.6
"		143",措备,2022-07-09,28.7,33.8,16:08,24.3,2:35,9.5
"		143",措备,2022-07-10,28.1,33.4,13:53,24.1,5:43,9.3
"		143",措备,2022-07-11,26.4,29.7,16:18,23.9,8:05,5.8
"		143",措备,2022-07-12,25.6,29.4,12:42,23.6,23:49,5.8
"		143",措备,2022-07-13,24.4,27.7,13:43,22.5,5:09,5.2
"		143",措备,2022-07-14,28.2,33.6,16:57,23.1,2:01,10.5
"		143",措备,2022-07-15,28.3,33.2,15:51,23.3,5:41,9.9
"		143",措备,2022-07-16,26.8,34,14:27,21.4,5:21,12.6
"		143",措备,2022-07-17,27.3,33,14:05,21.5,5:05,11.5
"		143",措备,2022-07-18,22.9,27.2,0:17,21.6,10:20,5.6
"		143",措备,2022-07-19,27.6,34.1,15:54,22.6,0:36,11.5
"		143",措备,2022-07-20,29.4,34.1,14:15,25.4,5:42,8.7
"		143",措备,2022-07-21,26,32.3,14:44,21.8,4:05,10.5
"		143",措备,2022-07-22,25.8,29.7,15:24,22.6,22:46,7.1
"		143",措备,2022-07-23,24.9,28.6,14:21,22.1,5:13,6.5
"		143",措备,2022-07-24,27.4,32,17:37,22.3,5:13,9.7
"		143",措备,2022-07-25,28.8,35.5,16:01,24.9,23:59,10.6
"		143",措备,2022-07-26,26.9,34,14:21,23.1,4:51,10.9
"		143",措备,2022-07-27,25.6,29.9,13:26,22,5:39,7.9
"		143",措备,2022-07-28,26.2,29.6,14:54,24.2,2:55,5.4
"		143",措备,2022-07-29,28.7,33.9,14:38,24.5,5:03,9.4
"		143",措备,2022-07-30,27.8,30.3,14:10,25.9,4:51,4.4
"		143",措备,2022-07-31,27.1,29.5,10:48,25.3,3:48,4.2
"		143",措备,2022-08-01,29.4,31.2,14:03,26.8,0:59,4.4
"		143",措备,2022-08-02,27.9,32.6,16:52,25.7,4:52,6.9
"		143",措备,2022-08-03,30.6,37.1,15:00,26.3,5:57,10.8
"		143",措备,2022-08-04,30.7,35.3,16:12,27.4,4:26,7.9
"		143",措备,2022-08-05,30.8,35.2,17:32,26.5,5:48,8.7
"		143",措备,2022-08-06,31.6,36.8,15:55,26.6,5:35,10.2
"		143",措备,2022-08-07,31.5,37.8,13:41,27.7,5:47,10.1
"		143",措备,2022-08-08,30.5,34.6,13:07,27.1,5:45,7.5
"		143",措备,2022-08-09,29.8,32.9,14:37,27.1,5:12,5.8
"		143",措备,2022-08-10,28.2,31,12:58,26.5,23:42,4.5
"		143",措备,2022-08-11,26.5,29.5,9:56,25.2,4:23,4.3
"		143",措备,2022-08-12,29.7,35.6,15:00,25.3,1:42,10.3
"		143",措备,2022-08-13,26.4,34,12:55,24.6,5:02,9.4
"		143",措备,2022-08-14,29.8,34.8,13:18,25.1,0:17,9.7
"		143",措备,2022-08-15,30.9,35.4,14:37,27.1,3:37,8.3
"		143",措备,2022-08-16,25.7,30.1,0:01,22.9,7:54,7.2
"		143",措备,2022-08-17,25.7,29.7,14:43,22.7,22:00,7
"		143",措备,2022-08-18,26.8,32.3,15:09,22.3,2:58,10
"		143",措备,2022-08-19,28.2,33.7,15:18,22.6,5:39,11.1
"		143",措备,2022-08-20,26.4,28.6,0:08,23.9,23:58,4.7
"		143",措备,2022-08-21,26,31.1,15:10,22.5,5:35,8.6
"		143",措备,2022-08-22,26.8,32.9,14:44,18.9,5:43,14
"		143",措备,2022-08-23,25.4,28.8,13:56,21.5,23:35,7.3
"		143",措备,2022-08-24,21.5,22.6,16:37,19.8,11:19,2.8
"		143",措备,2022-08-25,24.5,30.8,16:47,18.8,5:45,12
"		143",措备,2022-08-26,25.1,30.2,15:20,21.5,6:27,8.7
"		143",措备,2022-08-27,23.2,28.2,15:58,18.3,23:58,9.9
"		143",措备,2022-08-28,21.4,27.5,14:57,16.2,3:36,11.3
"		143",措备,2022-08-29,21.5,24.9,13:02,17.5,4:24,7.4
"		143",措备,2022-08-30,20.9,24.1,11:26,19.4,3:58,4.7
"		143",措备,2022-08-31,21.3,22.7,16:49,20.5,23:59,2.2
"		143",措备,2022-09-01,21.6,25.2,12:20,18.5,6:11,6.7
"		143",措备,2022-09-02,21.5,24.2,13:50,18.8,2:50,5.4
"		143",措备,2022-09-03,22.2,24.3,11:34,20.4,6:46,3.9
"		143",措备,2022-09-04,25.4,29.9,16:04,20.9,0:26,9
"		143",措备,2022-09-05,24.9,27.9,12:57,22,23:58,5.9
"		143",措备,2022-09-06,22.6,26.4,16:54,19.1,23:47,7.3
"		143",措备,2022-09-07,22.4,29.1,15:23,15.8,5:44,13.3
"		143",措备,2022-09-08,21.7,28.5,13:46,15.1,5:56,13.4
"		143",措备,2022-09-09,21.5,27.7,14:19,17,4:04,10.7
"		143",措备,2022-09-10,21,24.2,13:55,18.6,3:00,5.6
"		143",措备,2022-09-11,22.7,27.6,13:24,18.1,5:55,9.5
"		143",措备,2022-09-12,21.7,24.7,15:47,18.9,5:54,5.8
"		143",措备,2022-09-13,23.7,27.7,13:28,21.1,23:59,6.6
"		143",措备,2022-09-14,23.4,27.2,11:28,20.5,2:14,6.7
"		143",措备,2022-09-15,23.5,26.8,13:47,21.3,5:44,5.5
"		143",措备,2022-09-16,24.7,29,15:55,21.8,5:30,7.2
"		143",措备,2022-09-17,26.2,33.2,13:09,22.7,4:42,10.5
"		143",措备,2022-09-18,26.6,30.5,12:37,23,6:36,7.5
"		143",措备,2022-09-19,25.1,29.8,13:23,18.8,23:59,11
"		143",措备,2022-09-20,19.2,22.9,12:02,15.6,23:48,7.3
"		143",措备,2022-09-21,17.2,22.8,13:01,12,5:58,10.8
"		143",措备,2022-09-22,18.6,25.1,15:26,11.6,6:07,13.5
"		143",措备,2022-09-23,20.8,27.8,14:14,16.2,5:04,11.6
"		143",措备,2022-09-24,19.2,24.7,14:39,15.4,4:54,9.3
"		143",措备,2022-09-25,18.6,22.9,16:04,14.5,4:42,8.4
"		143",措备,2022-09-26,18.5,21.9,13:56,15.5,4:34,6.4
"		143",措备,2022-09-27,20.3,26.4,14:53,16.6,4:02,9.8
"		143",措备,2022-09-28,19.4,26.2,14:09,14.8,4:27,11.4
"		143",措备,2022-09-29,20.8,29.3,15:10,13.7,6:33,15.6
"		143",措备,2022-09-30,21.6,31.2,15:33,14.1,6:22,17.1
"		143",措备,2022-10-01,21.6,31,13:47,13.4,6:23,17.6
"		143",措备,2022-10-02,22.2,29.6,14:05,15,5:14,14.6
"		143",措备,2022-10-03,24.9,29.7,14:28,20.3,5:59,9.4
"		143",措备,2022-10-04,21.5,27.2,7:07,15.3,23:02,11.9
"		143",措备,2022-10-05,17,20.7,15:20,15.1,4:19,5.6
"		143",措备,2022-10-06,18.2,23.3,14:35,15.3,3:23,8
"		143",措备,2022-10-07,16.6,20,11:19,12.8,23:37,7.2
"		143",措备,2022-10-08,14.9,20.9,12:47,9.4,6:26,11.5
"		143",措备,2022-10-09,14.4,16.4,14:55,12,6:42,4.4
"		143",措备,2022-10-10,13.7,17.3,13:15,11.2,23:39,6.1
"		143",措备,2022-10-11,13.6,19,15:53,9.8,24:00:00,9.2
"		143",措备,2022-10-12,14,21.4,15:35,6.6,6:33,14.8
"		143",措备,2022-10-13,16.1,22.4,14:24,10.7,6:03,11.7
"		143",措备,2022-10-14,16.1,22.7,14:49,9.8,5:04,12.9
"		143",措备,2022-10-15,17.8,24.2,13:26,12.3,6:28,11.9
"		143",措备,2022-10-16,19.2,25.7,15:41,11.9,5:31,13.8
"		143",措备,2022-10-17,16,20.6,12:28,10.4,23:51,10.2
"		143",措备,2022-10-18,11.7,16.9,14:47,7.7,6:15,9.2
"		143",措备,2022-10-19,10.8,17.9,15:30,4,6:41,13.9
"		143",措备,2022-10-20,12,21.4,15:01,3.2,6:21,18.2
"		143",措备,2022-10-21,14.5,20.1,14:36,7.1,5:39,13
"		143",措备,2022-10-22,16.6,23.3,14:47,11.9,6:41,11.4
"		143",措备,2022-10-23,15.3,21.4,14:08,10.7,6:53,10.7
"		143",措备,2022-10-24,12.3,16.5,12:40,7.9,6:47,8.6
"		143",措备,2022-10-25,11.2,18.1,14:35,5.1,6:51,13
"		143",措备,2022-10-26,12.2,20.1,14:11,4.3,6:43,15.8
"		143",措备,2022-10-27,14.5,21.8,15:46,9.7,5:01,12.1
"		143",措备,2022-10-28,13.1,22.1,14:17,6.5,6:40,15.6
"		143",措备,2022-10-29,13.6,19.9,12:41,8.5,6:42,11.4
"		143",措备,2022-10-30,13.3,18.7,12:34,9.6,4:03,9.1
"		143",措备,2022-10-31,13.1,19.5,13:56,6.9,6:10,12.6
"		143",措备,2022-11-01,14.2,22,14:19,6.7,7:01,15.3
"		143",措备,2022-11-02,13.1,21.4,15:14,6.4,7:12,15
"		143",措备,2022-11-03,12.5,19.4,14:31,5.1,4:38,14.3
"		143",措备,2022-11-04,9.3,13.7,15:08,6.1,23:09,7.6
"		143",措备,2022-11-05,9.1,15.7,15:26,4.6,6:22,11.1
"		143",措备,2022-11-06,8.9,16.9,14:46,1.3,6:27,15.6
"		143",措备,2022-11-07,9.7,18.6,15:06,1.9,6:52,16.7
"		143",措备,2022-11-08,10.9,19.7,15:00,3.6,6:54,16.1
"		143",措备,2022-11-09,11.7,19.7,15:40,3.8,6:24,15.9
"		143",措备,2022-11-10,13.3,21.9,15:19,5.3,7:37,16.6
"		143",措备,2022-11-11,14,21.3,15:01,6.9,6:24,14.4
"		143",措备,2022-11-12,17,24.3,14:22,8.8,6:53,15.5
"		143",措备,2022-11-13,15.9,20.7,0:01,12,23:47,8.7
"		143",措备,2022-11-14,11.6,14.9,14:11,9.2,23:51,5.7
"		143",措备,2022-11-15,10,15.3,15:06,6.4,23:28,8.9
"		143",措备,2022-11-16,10.3,15.8,15:04,5.9,0:26,9.9
"		143",措备,2022-11-17,9.4,17.1,15:15,4.6,4:11,12.5
"		143",措备,2022-11-18,9.6,19,15:47,1.6,6:46,17.4
"		143",措备,2022-11-19,11.2,18.9,13:55,3.6,7:01,15.3
"		143",措备,2022-11-20,12.8,18.6,15:04,8.5,4:12,10.1
"		143",措备,2022-11-21,12.5,19.8,14:05,6.6,5:40,13.2
"		143",措备,2022-11-22,12.5,15.9,15:27,9.8,7:22,6.1
"		143",措备,2022-11-23,13,18.2,13:42,8,24:00:00,10.2
"		143",措备,2022-11-24,8.7,15.8,15:39,4.8,23:53,11
"		143",措备,2022-11-25,9.2,17,15:47,1.1,7:13,15.9
"		143",措备,2022-11-26,10.9,17.3,13:26,6,23:57,11.3
"		143",措备,2022-11-27,7.7,14.9,15:21,0.4,7:11,14.5
"		143",措备,2022-11-28,10.5,15.9,13:19,4.5,6:56,11.4
"		143",措备,2022-11-29,12.3,15.2,9:20,6.5,23:56,8.7
"		143",措备,2022-11-30,-0.4,6.5,0:01,-3.2,23:54,9.7
"		143",措备,2022-12-01,-1,2.6,15:29,-3.8,7:15,6.4
"		143",措备,2022-12-02,0.3,5.1,14:57,-2.8,7:06,7.9
"		143",措备,2022-12-03,4.4,10.7,14:51,-3.2,6:47,13.9
"		143",措备,2022-12-04,3.1,6.7,0:01,0.8,24:00:00,5.9
"		143",措备,2022-12-05,1.2,4.8,15:27,-1,5:51,5.8
"		143",措备,2022-12-06,1.9,7.8,13:26,-3.7,6:20,11.5
"		143",措备,2022-12-07,4.4,9.9,14:22,-0.7,4:29,10.6
"		143",措备,2022-12-08,4.5,11.8,15:18,-1.6,7:24,13.4
"		143",措备,2022-12-09,4.4,12.8,15:07,-2.5,7:12,15.3
"		143",措备,2022-12-10,4.7,9.5,15:12,-1.7,7:27,11.2
"		143",措备,2022-12-11,4.8,10.3,14:58,0.2,7:52,10.1
"		143",措备,2022-12-12,4.1,8.7,11:59,0.2,0:05,8.5
"		143",措备,2022-12-13,5.2,8.9,12:05,1,22:20,7.9
"		143",措备,2022-12-14,-3.9,2.1,0:01,-6.1,7:54,8.2
"		143",措备,2022-12-15,-0.1,6.5,15:39,-7.7,6:47,14.2
"		143",措备,2022-12-16,0.2,4,0:10,-1.8,7:39,5.8
"		143",措备,2022-12-17,-2.5,0.6,14:49,-5.4,23:51,6
"		143",措备,2022-12-18,-5.6,-2.2,13:50,-8.8,7:42,6.6
"		143",措备,2022-12-19,-3.7,2.8,14:50,-9.1,3:04,11.9
"		143",措备,2022-12-20,-0.8,5.6,15:17,-7.1,7:45,12.7
"		143",措备,2022-12-21,0.3,2.8,16:57,-2.5,3:25,5.3
"		143",措备,2022-12-22,-2.5,2,0:01,-6.9,23:40,8.9
"		143",措备,2022-12-23,-5.7,-2.3,14:37,-7.7,7:41,5.4
"		143",措备,2022-12-24,-4.8,1.2,15:37,-9.3,7:36,10.5
"		143",措备,2022-12-25,-1.6,4.3,14:17,-8.1,6:14,12.4
"		143",措备,2022-12-26,-1.1,4.8,15:38,-7.4,7:24,12.2
"		143",措备,2022-12-27,0,6.6,14:19,-7.2,6:59,13.8
"		143",措备,2022-12-28,1,5.1,12:35,-2,3:31,7.1
"		143",措备,2022-12-29,-0.3,4.3,13:20,-3.3,5:38,7.6
"		143",措备,2022-12-30,0.2,4.4,15:18,-3.9,6:05,8.3
"		143",措备,2022-12-31,1.2,4.9,13:42,-1.8,7:21,6.7
"		143",措备,2023-01-01,1.7,7.1,14:50,-3.9,4:22,11
"		143",措备,2023-01-02,0.4,4.2,14:38,-1.9,7:52,6.1
"		143",措备,2023-01-03,-0.3,4.6,15:12,-3.5,5:27,8.1
"		143",措备,2023-01-04,1.1,6.5,14:10,-3.5,7:59,10
"		143",措备,2023-01-05,0.6,7.3,14:32,-5.2,7:43,12.5
"		143",措备,2023-01-06,1.8,9.2,15:18,-3.4,6:09,12.6
"		143",措备,2023-01-07,3.2,7.9,14:07,-0.9,4:07,8.8
"		143",措备,2023-01-08,2.4,9.9,15:17,-3.9,7:15,13.8
